一	m
爛	fw
爨	hf
爪	ho
爬	hu
爭	bd
爰	be
爵	bi
父	ck
爸	cu
爹	cn
爺	cl
爻	kk
爽	kk
爾	mk
牆	vw
片	ll
版	le
牌	lj
牒	ld
牖	lb
牘	lc
牙	mh
牛	hq
牟	iq
牝	hp
牢	jq
牡	hg
牠	hd
牧	hk
物	hh
牲	hm
牯	hr
牴	hm
特	hi
牽	yq
犁	hq
犄	hr
犀	sq
犒	hb
犖	fq
犛	jq
犢	hc
犧	hs
犬	ik
犯	ku
狄	kf
狂	kg
狀	vk
狎	kl
狙	km
狗	kr
狐	ko
狩	ki
狠	kv
狡	kk
狼	kv
狹	ko
狽	kc
狸	kg
狷	kb
猜	kb
猛	kt
猖	ka
猓	kd
猙	kd
猶	kw
猥	kv
猴	kk
猩	km
猷	tk
獅	kb
猿	kv
猾	kb
獄	kk
獐	kj
獎	vk
獗	ko
獨	ki
獰	kn
獲	ke
獷	kc
獵	kv
獸	rk
獺	kc
獻	yk
玀	kg
玄	yi
率	yj
王	mg
玉	mi
玖	mo
玩	mu
玨	mg
玟	mk
玫	mk
玷	mr
珊	mt
玻	me
玲	mi
珍	mh
珀	ma
玳	mp
班	mg
琉	mu
珮	mb
珠	md
琅	mv
琊	ml
球	me
理	mg
現	mu
琍	mn
琺	mi
琪	mc
琳	md
琢	mo
琥	mu
琵	mp
琶	mu
琴	mn
瑯	ml
瑚	mb
瑕	me
瑟	mh
瑞	mb
瑁	mu
琿	mj
瑙	mw
瑛	mk
瑜	mn
瑤	mu
瑣	mc
瑪	mf
瑰	mi
瑩	fi
璋	mj
璃	mb
璜	mc
璣	mi
璩	mo
環	mv
璦	me
璧	si
璽	mi
瓊	me
瓏	mp
瓜	ho
瓠	ko
瓢	mo
瓣	yj
瓦	mi
瓶	tn
瓷	mn
甄	mn
甌	sn
甕	yn
甘	tm
甚	tv
甜	hm
生	hm
產	ym
甥	hs
甦	mm
用	bq
甩	bu
甬	nq
甫	ib
甭	mq
田	w
由	lw
甲	wl
申	ll
男	ws
甸	pw
甽	wl
畏	wv
界	wl
畔	wq
畝	yo
畜	yw
畚	iw
留	hw
略	wr
畦	wg
畢	wj
異	wc
畫	lm
番	hw
當	fw
畸	wr
疇	wi
疆	nm
疊	wm
疋	no
疏	nu
疑	po
疝	ku
疙	kn
疚	ko
疫	ke
疤	ku
疥	kl
疾	kk
病	kb
症	km
疲	ke
疳	km
疽	km
疼	ky
疹	kh
痊	kg
痔	ki
痕	kv
疵	kp
痢	kn
痛	kb
痣	kp
痙	km
痘	kt
痞	kr
瘀	ky
痰	kf
瘁	kj
痲	kc
痱	ky
痺	kj
痿	kv
痴	kr
瘧	km
瘍	kh
瘋	ki
瘉	kn
瘓	kk
瘠	kb
瘩	kr
瘟	kt
瘤	kw
瘦	ke
瘡	kr
瘴	kj
瘸	kb
癆	ks
療	kf
癌	ku
癖	kj
癘	kb
癒	kp
癢	kv
癥	kk
癩	kc
癮	kp
癬	kq
癱	kg
癲	kc
癸	nk
登	nt
發	ne
白	ha
百	ma
皂	hp
的	hi
皆	pa
皇	hg
皈	he
皎	hk
皖	hu
皓	hr
皚	ht
皮	de
皰	du
皴	ie
皺	pe
皿	bt
盂	mt
盈	nt
盆	ct
盃	mt
益	tt
盍	gt
盎	lt
盔	kt
盒	ot
盛	it
盜	et
盞	it
盟	at
盡	lt
監	st
盤	ht
盧	yt
盥	ht
盪	et
目	bu
盯	bn
盲	yu
直	jm
省	fu
盹	bu
相	du
眉	au
看	hu
盾	hu
盼	bh
眩	bi
真	jc
眠	bp
眨	bo
眷	fu
眾	wo
眼	bv
眶	bg
眸	bq
眺	bo
睏	bd
睛	bb
睫	bo
睦	bg
睞	bo
督	yu
睹	ba
睪	wj
睬	bd
睜	bd
睥	bj
睨	bu
瞄	bw
睽	bk
睿	yu
睡	bm
瞎	br
瞇	bd
瞌	bt
瞑	bc
瞠	bg
瞞	bb
瞟	bf
瞥	fu
瞳	bg
瞪	bt
瞰	bk
瞬	bq
瞧	bf
瞭	bf
瞽	gu
瞿	bg
瞻	br
矇	bo
矓	bp
矗	jm
矚	bi
矛	nh
矜	nn
矢	ok
矣	ik
知	or
矩	os
短	ot
矮	ov
矯	ob
石	mr
矽	mi
砂	mh
研	mt
砌	mh
砍	mo
砰	mj
砧	mr
砸	mb
砝	mi
破	me
砷	ml
砥	mm
砭	mo
硫	mu
硃	md
硝	mb
硬	mk
硯	mu
碎	mj
碰	mc
碗	mu
碘	mc
碌	me
碉	mr
硼	mb
碑	mj
磁	mi
碟	md
碧	mr
碳	mf
碩	mc
磋	mm
磅	ms
確	mg
磊	mr
碾	mv
磕	mt
碼	mf
磐	hr
磨	ir
磚	mi
磬	gr
磷	mq
磺	mc
磴	mt
磯	mi
礁	mf
礎	mo
礙	mo
礦	mc
礪	mb
礬	dr
礫	md
示	mf
社	ig
祀	iu
祁	il
祆	ik
祉	im
祈	il
祇	ip
祕	ih
祐	ir
祠	ir
祟	uf
祖	im
神	il
祝	iu
祗	im
祚	is
祥	iq
票	mf
祭	bf
祺	ic
祿	ie
禁	df
禎	ic
福	iw
禍	ir
禦	hf
禧	ir
禪	ij
禮	it
禱	ii
禹	hi
萬	tb
禽	ob
禾	hd
私	hi
秀	hs
禿	hu
秉	hl
科	hj
秒	hh
秋	hf
秤	hj
秣	hj
秧	hk
租	hm
秦	qd
秩	ho
移	hn
稍	hb
稈	hj
程	hg
稅	hu
稀	hb
稜	he
稚	hg
稠	hr
稔	hp
稟	yd
種	hg
稱	hb
稿	hb
稼	ho
穀	ge
稽	ha
稷	he
稻	hx
積	hc
穎	pc
穆	hh
穌	nd
穗	hp
穡	hw
穢	hh
穫	he
穩	hp
穴	jc
究	jn
空	jm
穹	jn
穿	jh
突	jk
窄	js
窈	js
窒	jg
窕	jo
窘	jr
窗	jk
窖	jr
窟	ju
窠	jd
窪	jg
窩	jr
窯	jf
窮	jn
窺	ju
竄	jv
竅	jk
竇	jc
竊	jb
立	yt
站	yr
童	yg
竣	ye
竭	yv
端	yb
競	yu
竹	h
竺	hm
竿	hj
竽	hd
笆	hu
笑	hk
笠	ht
笨	hm
笛	hw
第	hh
符	hi
笙	hm
笞	hr
等	hi
策	hb
筆	hq
筐	hg
筒	hr
答	hr
筍	ha
筋	hs
筏	hi
筷	hk
節	hl
筠	hm
管	hr
箕	hc
箋	hi
筵	hm
算	ht
箝	hm
箔	ha
箏	hd
箭	hn
箱	hu
範	hu
箴	hr
篆	ho
篇	hb
篁	hg
篙	hb
簑	hv
築	hd
篤	hf
篛	hm
篡	hi
篩	hb
簇	hk
簍	hv
篾	hi
篷	hj
簫	hx
簧	hc
簪	ha
簞	hj
簣	hc
簡	ha
簾	hc
簿	hi
簸	he
簽	ho
簷	hr
籌	hi
籃	ht
籍	ha
籐	he
籠	hp
籟	hc
籤	hm
籬	hg
籮	hg
籲	hc
米	fd
粉	fh
粒	ft
粗	fm
粟	md
粥	nn
粱	ed
粳	fk
粵	hs
粹	fj
粽	ff
精	fb
糊	fb
糕	ff
糖	fr
糠	fe
糜	id
糞	fc
糢	fk
糟	fa
糙	fr
糧	fg
糯	fb
糸	vf
系	hf
糾	vl
紂	vi
紅	vm
紀	vu
紉	vi
紇	vn
約	vm
紡	vs
紗	vh
紋	vk
紊	yf
素	qf
索	jf
純	vu
紐	vg
紕	vp
級	ve
紜	vi
納	vb
紙	vp
紛	vh
絆	vq
絃	vi
統	vu
紮	df
紹	vr
紼	vn
絀	vu
細	vw
紳	vl
組	vm
累	wf
終	vy
絞	vk
結	vr
絨	vj
絕	vu
紫	yf
絮	vf
絲	vf
絡	vr
給	vr
絢	va
經	vm
絹	vb
綑	vd
綁	vl
綏	vv
綻	vo
綰	vr
綜	vf
綽	vj
綾	ve
綠	ve
緊	sf
綴	ve
網	vv
綱	vu
綺	vr
綢	vr
綿	vb
綵	vd
綸	vb
維	vg
緒	va
緇	vw
締	vb
練	vf
緯	vq
緻	vk
緘	vr
緬	vl
緝	vj
編	vb
緣	vo
線	ve
緞	ve
緩	ve
綞	vm
縊	vt
縑	vc
縈	ff
縛	vi
縣	bf
縮	va
績	vc
繆	vh
縷	vv
縲	vf
繃	vb
縫	vj
總	vp
縱	vo
繅	vd
繁	of
織	va
繕	vr
繞	vu
繚	vf
繡	vx
繫	jf
繭	ti
繹	vj
繩	vu
繪	va
辮	yj
繽	vc
繼	vi
纂	hf
纏	vg
續	vc
纓	vv
纖	vm
纜	vu
缶	ou
缸	om
缺	ok
缽	om
罄	gu
罈	oj
罐	og
罕	bj
罔	bv
罟	wr
置	wm
罩	wj
罪	wy
署	wa
罰	wn
罵	wf
罷	wp
罹	wg
羅	wg
羈	wf
羊	tq
羌	tu
羋	tq
美	tk
羔	tf
羞	tg
羚	ti
善	tr
義	ti
羨	to
群	sq
羯	tv
羲	ts
羶	tm
羹	tk
羸	yq
羽	sm
羿	st
翅	jm
翁	cm
翌	st
翎	om
習	sa
翔	tm
翕	om
翠	sj
翡	lm
翟	sg
翩	hm
翰	jm
翱	hm
翳	sm
翼	sc
翹	gm
翻	hm
耀	fg
老	jp
考	js
者	ja
耆	ja
而	ml
耐	mi
耍	mv
耒	qd
耘	qi
耕	qt
耙	qu
耗	qu
耜	qr
耳	sj
耶	sl
耽	su
耿	sf
聊	sl
聆	si
聖	sg
聘	ss
聞	aj
聚	so
聱	gj
聲	gj
聰	sp
聯	st
聳	hj
職	sa
聶	sj
聾	yj
聽	sp
聿	lq
肆	sq
肄	pq
肅	lx
肇	hq
肉	oo
肋	bs
肌	bn
肖	fb
肓	yb
肝	bj
肘	bi
肛	bm
肚	bg
育	yb
肺	bb
肥	bu
肢	be
肱	bi
股	be
肫	bu
肩	hb
肴	kb
肪	bs
肯	yb
胖	bq
胥	nb
胚	bm
胃	wb
胄	lb
背	lb
胡	jb
胛	bl
胎	br
胞	bu
胤	lu
胱	bu
脂	ba
胰	bn
脅	kb
胭	bk
胴	br
脆	bu
胸	bk
胳	br
脈	bv
能	ip
脊	fb
脯	bb
脖	bd
脣	mb
脫	bu
脩	ob
腕	bu
腔	bm
腋	bk
腑	bi
腎	sb
脹	bv
腆	bc
脾	bj
腐	ib
腱	bq
腰	bv
腸	bh
腥	bm
腮	bp
腳	bl
腫	bg
腹	be
腺	be
腦	bw
膀	bs
膏	yb
膈	bb
膊	bi
腿	bv
膛	bg
膜	bk
膝	be
膠	bh
膚	yb
膳	br
膩	bc
膨	bh
臆	bp
臃	bg
膺	ib
臂	sb
臀	sb
膿	bv
膽	br
臉	bo
膾	ba
臍	bx
臏	bc
臘	bv
臚	bt
臟	bs
臣	sl
臥	so
臧	il
臨	sr
自	hu
臭	hk
臬	hd
至	mg
致	mk
臺	gg
臻	md
臼	hx
臾	ho
舀	bx
舂	qx
舅	hs
與	hc
興	hc
舉	hq
舊	tx
舌	hr
舍	or
舐	hp
舒	on
舔	hp
舛	nq
舜	bq
舞	oq
舟	hi
舢	hu
航	hn
舫	hs
舨	he
般	he
舵	hp
舷	hi
舶	ha
船	hr
艇	hg
艘	he
艙	hr
艦	ht
艮	av
良	iv
艱	tv
色	nu
艾	tk
芒	tv
芋	td
芍	tm
芳	ts
芝	to
芙	to
芭	tu
芽	th
芟	te
芹	tl
花	tp
芬	th
芥	tl
芻	pu
苧	tn
范	tu
茅	th
苣	ts
苛	tr
苦	tr
茄	tr
若	tr
茂	th
茉	tj
苒	tb
苗	tw
英	tk
茁	tu
苜	tu
苔	tr
苑	tu
苞	tu
苓	ti
苟	tr
茫	tv
荒	tu
荔	ts
荊	tn
茸	tj
荐	td
草	tj
茵	tk
茴	tr
荏	tg
茲	ti
茹	tr
茶	td
茗	tr
荀	ta
茱	td
莎	th
莞	tu
莘	tj
荸	td
莢	to
莖	tm
莽	tt
莫	tk
莒	tr
莊	tg
莓	ty
莉	tn
莠	ts
荷	tr
荻	tf
荼	td
菩	tr
萃	tj
菸	ty
萍	tj
菠	te
菅	tr
萋	tv
菁	tb
華	tj
菱	te
菴	tu
著	ta
萊	to
菰	to
萌	tb
菌	td
菽	te
菲	ty
菊	td
萸	to
萎	tv
萄	tu
菜	td
蒂	tb
葷	tj
落	tr
萱	tm
葵	tk
葦	tq
葫	tb
葉	td
葬	tt
葛	tv
萼	ts
萵	tr
葡	tb
董	tg
葩	tu
蓉	tr
蒿	tb
蓆	tb
蓄	tw
蒙	to
蒞	tt
蒲	tb
蒜	tf
蓋	tt
蒸	tf
蓀	tf
蓓	tr
蒐	ti
蒼	tr
蔗	tf
蔽	tk
蔚	ti
蓮	tj
蔬	tu
蔭	ti
蔓	te
蔑	ti
蔣	ti
蔡	tf
蔔	tw
蓬	tj
蔥	tp
蓿	ta
蕊	tp
蕙	tp
蕈	tj
蕨	to
蕩	th
蕃	tw
蕉	tf
蕭	tx
蕪	tf
薪	tl
薄	ti
蕾	tw
薜	tj
薑	tm
薔	tw
薯	ta
薛	tj
薇	tk
藏	ts
薩	tm
藍	tt
藐	tu
藉	ta
薰	tf
藩	tw
藝	ti
藪	tk
藕	tb
藤	te
藥	td
藻	td
藹	tv
蘑	tr
藺	tg
蘆	tt
蘋	tc
蘇	td
蘊	tt
蘗	td
蘭	tw
蘚	tq
蘸	tf
蘿	tg
虎	yu
虐	ym
虔	yk
處	yn
彪	yh
虛	ym
虜	ys
虞	yk
號	ru
虧	ys
虫	li
虱	ni
虹	lm
蚊	lk
蚪	lj
蚓	ll
蚤	ei
蚩	ui
蚌	lj
蚣	li
蛇	lp
蛀	lg
蚶	lm
蛄	lr
蚵	lr
蛆	lm
蛋	ni
蚱	ls
蚯	lm
蛟	lk
蛙	lg
蛭	lg
蛔	lr
蛛	ld
蛤	lr
蛹	lb
蜓	lg
蜈	lk
蜇	qi
蜀	wi
蛾	li
蛻	lu
蜂	lj
蜃	mi
蜿	lu
蜜	ji
蜻	lb
蜢	lt
蜥	ll
蜴	lh
蜘	lr
蝕	oi
螂	ll
蝴	lb
蝶	ld
蝠	lw
蝦	le
蝸	lr
蝨	ni
蝙	lb
蝗	lg
蝌	lj
螃	ls
螟	lc
螞	lf
螢	fi
融	mi
蟀	lj
蟑	lj
螳	lg
蟒	lt
蟆	lk
螫	gi
螻	lv
螺	lf
蟈	lm
蟋	lp
蟯	lu
蟬	lj
蟲	li
蟻	li
蠅	lu
蠍	lo
蟹	ni
蠔	lo
蠕	lb
蠣	lb
蠢	qi
蠡	vi
蠟	lv
蠱	lt
蠶	mi
蠹	ji
蠻	vi
血	ht
行	hn
衍	hn
術	hn
街	hn
衙	hn
衛	hn
衝	hn
衡	hn
衢	hn
衣	yv
初	lh
表	qv
衫	lh
衰	yv
衷	jv
袁	gv
袂	lk
袞	yv
袈	kv
被	le
袒	lm
袖	lw
袍	lu
袋	ov
裁	jv
裂	mv
袱	lk
裟	ev
裔	yr
裙	lr
補	lb
裘	iv
裝	vv
裡	lg
裊	hv
裕	lr
裳	fv
褂	ly
裴	lv
裹	yv
裸	ld
製	hv
裨	lj
褚	la
褐	lv
複	le
褒	yv
褓	ld
褪	lv
褲	lj
褥	li
褫	lu
褻	yv
褶	la
襄	yv
褸	lv
襠	lw
襟	lf
襖	lk
襤	lt
襪	li
襲	yv
襯	lu
西	mw
要	mv
覃	mj
覆	me
見	bu
覓	bu
規	qu
視	iu
親	yu
覦	ou
覬	uu
覲	tu
覺	hu
覽	su
觀	tu
角	ng
解	nq
觴	nh
觸	ni
言	yr
計	yj
訂	yn
訃	yy
記	yu
訐	yj
討	yi
訌	ym
訕	yu
訊	yj
託	yp
訓	yl
訖	yn
訪	ys
訝	yh
訣	yk
訥	yb
許	yj
設	ye
訟	yi
訛	yp
註	yg
詠	ye
評	yj
詞	yr
証	ym
詁	yr
詔	yr
詛	ym
詐	ys
詆	ym
訴	yy
診	yh
詫	yp
該	yo
詳	yq
試	ym
詩	yi
詰	yr
誇	ys
詼	yf
詣	ya
誠	ys
話	yr
誅	yd
詭	yu
詢	ya
詮	yg
詬	yr
詹	nr
誦	yb
誌	yp
語	yr
誣	yo
認	yp
誡	yt
誓	qr
誤	yk
說	yu
誥	yr
誨	yy
誘	ys
誑	yg
誼	ym
諒	yf
談	yf
諄	yd
誕	ym
請	yb
諸	ya
課	yd
諉	yv
諂	yx
調	yr
誰	yg
論	yb
諍	yd
諦	yb
諺	yh
諫	yf
諱	yq
謀	yd
諜	yd
諧	ya
諮	yr
諾	yr
謁	yv
謂	yb
諷	yi
諭	yn
謎	yd
謗	ys
謙	yc
講	yb
謊	yu
謠	yu
謝	yi
謄	br
謨	yk
謹	ym
謬	yh
譁	yj
譜	ya
識	ya
證	yt
譚	yj
譎	yb
譏	yi
議	yi
譬	sr
警	tr
譯	yj
譴	yr
護	ye
譽	hr
讀	yc
變	vk
讓	yv
讒	yi
讖	ym
讚	yc
谷	cr
豁	jr
谿	br
豆	mt
豈	ut
豉	me
豌	mu
豎	st
豐	ut
豔	ut
豕	mo
豚	bo
象	no
豢	fo
豪	yo
豬	ma
豫	no
豺	bh
豹	bi
貂	br
貊	ba
貉	br
貍	bg
貌	bu
貓	bw
貝	bc
貞	yc
負	nc
財	bh
貢	mc
販	be
責	qc
貫	wc
貨	oc
貪	oc
貧	cc
貯	bn
貼	br
貳	ic
貽	br
賁	jc
費	lc
賀	kc
貴	lc
買	wc
貶	bo
貿	hc
貸	oc
賊	bj
資	mc
賈	mc
賄	bb
貲	yc
賃	oc
賂	br
賅	bo
賓	jc
賑	bv
賒	bf
賠	br
賞	fc
賦	bm
賤	bi
賬	bv
賭	ba
賢	sc
賣	gc
賜	bh
質	hc
賴	dc
賺	bc
賽	jc
購	bb
贅	gc
贈	ba
贊	hc
贏	yc
贍	br
贓	bs
贖	bc
贗	mc
贛	yc
赤	gc
赧	ge
赦	gk
赫	gc
赭	ga
走	go
赴	gy
赳	gl
起	gu
越	gv
超	gr
趁	gh
趙	gb
趕	gj
趟	gr
趣	ge
趨	gu
足	ro
趴	rc
趾	rm
跎	rp
距	rs
跋	rk
跚	rt
跑	ru
跌	ro
跛	re
跆	rr
跡	rc
跟	rv
跨	rs
路	rr
跳	ro
跺	rd
跪	ru
跼	rr
踫	rc
踐	ri
踝	rd
踢	rh
踏	ra
踩	rd
踟	rr
蹄	rb
踱	re
踴	rs
蹂	rd
踹	rb
踵	rg
蹉	rm
蹋	rm
蹈	rx
蹊	rk
蹙	io
蹣	rb
蹦	rb
蹤	ro
蹼	ro
蹲	ri
躇	ra
蹶	ro
蹬	rt
蹺	ru
躉	to
躁	rd
躅	ri
躂	rq
躊	ri
躍	rg
躑	rl
躡	rj
躪	rg
身	hh
躬	hn
躲	hd
躺	hr
軀	hr
車	jj
軋	ju
軍	bj
軌	jn
軒	jj
軔	ji
軛	ju
軟	jo
軻	jr
軸	jw
軼	jo
較	jk
載	jj
軾	jm
輊	jg
輔	jb
輒	ju
輕	jm
輓	ju
輝	fj
輛	jb
輟	je
輩	lj
輦	qj
輪	jb
輜	jw
輻	jw
輯	jj
輸	jn
轄	jr
輾	jv
轂	ge
轅	jv
輿	hc
轉	ji
轍	jk
轔	jq
轎	jb
轟	jj
轡	vr
辛	yj
辜	jj
辟	sj
辣	yl
辨	yj
辦	yj
辭	bj
辯	yj
辰	mv
辱	mi
農	tv
迂	yd
迆	yd
迅	yj
迄	yn
巡	yv
迎	yl
返	ye
近	yl
述	yc
迦	yr
迢	yr
迪	yw
迥	yr
迭	yo
迫	ya
送	yk
逆	yu
迷	yd
退	yv
迺	yw
迴	yr
逃	yo
追	yr
逅	yr
這	yr
逍	yb
通	yb
逗	yt
連	yj
速	yl
逝	yl
逐	yo
逕	ym
逞	yg
造	yr
透	ys
逢	yj
逖	yf
逛	yg
途	yd
逮	ye
逵	yg
週	yr
逸	yi
進	yg
運	yj
遊	yd
道	yu
遂	yo
達	yq
逼	yw
違	yq
遐	ye
遇	yb
遏	yv
過	yr
遍	yb
遑	yg
逾	yn
遁	yu
遠	yv
遘	yb
遜	yf
遣	yr
遙	yu
遞	yu
適	yb
遮	yf
遨	yk
遭	ya
遷	yu
遵	yi
遴	yq
選	yc
遲	yq
遼	yf
遺	yc
避	yj
遽	yo
還	yv
邁	yb
邂	yq
邀	yk
邇	yb
邊	ys
邐	yp
邏	yg
邑	ru
邕	vu
邢	ml
邪	ml
邦	ql
那	sl
邵	sl
邸	hl
邱	ol
郊	yl
郎	il
郁	kl
郡	sl
部	yl
郭	yl
都	jl
鄂	rl
郵	hl
鄉	vl
鄒	pl
鄙	rl
鄰	fl
鄭	tl
鄧	nl
鄱	hl
鄹	sl
酉	mm
酋	tm
酊	mn
酒	ew
配	mu
酌	mm
酗	mk
酣	mm
酥	md
酬	ml
酪	mr
酩	mr
酵	md
酸	me
酷	mr
醇	md
醉	mj
醋	ma
醃	mu
醒	mm
醣	mr
醞	mt
醜	mi
醫	sw
醬	vw
醺	mf
釀	mv
釁	hh
采	bd
釉	bw
釋	hj
里	wg
重	hg
野	wn
量	ag
釐	jg
金	c
釘	cn
針	cj
釗	cn
釜	cc
釵	ci
釦	cr
釣	ci
釧	cl
鈔	ch
鈣	cs
鈕	cg
鈉	cb
鈞	cm
鈍	cu
鈐	cn
鈷	cr
鉗	cm
鈸	ck
鈽	cb
鉀	cl
鈾	cw
鉛	cr
鉋	cu
鉤	cr
鉑	ca
鈴	ci
鉸	ck
銬	cs
銀	cv
銅	cr
銘	cr
銖	cd
鉻	cr
銓	cg
銜	hn
鋅	cj
銻	ch
銷	cb
鋪	cb
鋤	cs
鋁	cr
銳	cu
銼	cg
鋒	cj
錠	co
錶	cv
鋸	cr
錳	ct
錯	ca
錢	ci
鋼	cu
錫	ch
錄	ce
錚	cd
錐	cg
錦	cb
鍍	ce
鎂	ck
錨	cw
鍵	cq
鍊	cf
鍥	ck
鍋	cr
錘	cm
鍾	cg
鍬	cf
鍛	ce
鍰	ce
鎔	cr
鎊	cs
鎖	cc
鎢	cf
鎳	cd
鎮	cc
鏡	cu
鏑	cb
鏟	cm
鏃	ck
鏈	cj
鏜	cg
鏝	ce
鏖	ic
鏢	cf
鏍	cf
鏘	ci
鏤	cv
鏗	cg
鐘	cg
鐃	cu
鏽	cx
鐮	cc
鐳	cw
鐵	cg
鐺	cw
鐸	cj
鐲	ci
鑄	ci
鑑	ct
鑒	sc
鑣	cf
鑠	cd
鑲	cv
鑰	cb
鑽	cc
鑾	vc
鑼	cg
鑿	tc
長	sv
門	an
閂	am
閃	ao
閉	ah
閔	ak
閏	ag
開	at
閑	ad
間	aa
閒	ab
閘	al
閡	ao
閨	ag
閩	ai
閣	ar
閥	ai
閤	ar
閭	ar
閱	au
閻	ax
闊	ar
闋	ak
闌	af
闈	aq
闆	ar
闔	at
闖	af
闐	ac
關	at
闡	aj
闢	aj
阜	hj
阡	nj
防	ns
阮	nu
阱	nt
阪	ne
陀	np
阿	nr
阻	nm
附	ni
限	nv
陋	nv
陌	na
降	nq
院	nu
陣	nj
陡	no
陛	ng
陝	no
除	nd
陪	nr
陵	ne
陳	nw
陸	ng
陰	ni
陴	nj
陶	nu
陷	nx
隊	no
階	na
隋	nb
陽	nh
隅	nb
隆	nm
隍	ng
陲	nm
隘	nt
隔	nb
隕	nc
隙	nf
障	nj
際	nf
隧	no
隨	nb
險	no
隱	np
隴	np
隸	de
隻	oe
雀	fg
雁	mg
雅	mg
雄	kg
雋	os
集	od
雇	hg
雍	yg
雉	og
雌	yg
雕	bg
雖	rg
雜	yg
雙	oe
雛	pg
雞	bg
離	yg
難	tg
雨	my
雪	mm
雯	mk
雲	mi
雷	mw
電	mu
雹	mu
零	mi
需	ml
霄	mb
霆	mg
震	mv
霉	my
霎	mv
霑	mr
霖	md
霍	mg
霓	mu
霏	my
霜	mu
霞	me
霪	mg
霧	ms
霸	mb
霹	mj
露	mr
霽	mx
霾	mg
靂	mm
靈	mo
靄	mv
青	qb
靖	yb
靛	qo
靜	qd
非	ly
靠	hy
靡	iy
面	ml
靦	mu
靨	ml
革	tj
靴	tp
靶	tu
靼	tm
鞅	tk
鞍	tv
鞋	tg
鞏	mj
鞘	tb
鞠	td
鞣	td
鞦	tf
鞭	tk
韃	tq
韁	tm
韆	tu
韋	dq
韌	di
韓	jq
韜	dx
韭	lm
音	ya
章	yj
竟	yu
韶	yr
韻	yc
響	va
頁	mc
頂	mc
頃	pc
項	mc
順	lc
須	hc
預	nc
頑	mc
頓	pc
頊	mc
頒	cc
頌	cc
頗	dc
領	oc
頡	gc
頰	kc
頸	mc
頻	yc
頷	oc
頭	mc
頹	hc
頤	sc
顆	wc
額	jc
顏	yc
題	ac
顎	rc
顓	uc
類	fc
願	mc
顛	jc
顧	hc
顫	yc
顯	ac
顰	yj
顱	yc
風	hi
颯	yi
颱	hr
颳	hr
颶	hc
颺	hh
颼	he
飄	mi
飛	no
食	ov
飢	on
飧	nv
飪	og
飯	oe
飩	ou
飲	oo
飭	os
飼	or
飴	or
飽	ou
飾	ob
餃	ok
餅	ot
餌	oj
餉	or
養	tv
餓	oi
餒	ov
餘	od
餐	yv
館	or
餞	oi
餛	op
餡	ox
餵	ov
餾	ow
餿	oe
餽	oi
饅	oe
饒	ou
饑	oi
饜	mv
饞	oi
首	tu
香	ha
馥	he
馨	ga
馬	sf
馮	if
馭	se
馳	sd
馱	sk
馴	sl
駁	sk
駝	sp
駐	sg
駟	sc
駛	sk
駑	vf
駕	kf
駒	sr
駙	si
駭	so
駢	st
駱	sr
騁	ss
駿	se
騎	sr
騖	nf
騙	sb
騫	jf
騰	bf
騷	si
驅	sr
驃	sf
驀	tf
騾	sf
驕	sb
驚	tf
驛	sj
驗	so
驟	so
驢	st
驥	sc
驪	sp
骨	bb
骯	bn
骰	be
骷	br
骸	bo
骼	br
髏	bv
髒	bt
髓	bb
體	bt
高	yr
髦	su
髮	sk
髯	sb
髻	sr
髭	sp
鬃	sf
鬆	si
鬍	sb
鬚	sc
鬢	sc
鬥	ln
鬧	lb
鬨	lc
鬱	dh
鬲	ml
鬼	hi
魁	hj
魂	mi
魅	hd
魄	hi
魏	hi
魔	ii
魘	mi
魚	nf
魷	nu
魯	na
鮑	nu
鮮	nq
鮫	nk
鮪	nb
鯊	ef
鯉	ng
鯽	nl
鯨	nf
鯧	na
鰓	np
鰍	nf
鰭	na
鰥	ne
鱉	ff
鰱	nj
鰾	nf
鰻	ne
鱔	nr
鱗	nq
鱖	no
鱷	nr
鱸	nt
鳥	hf
鳩	kf
鳴	rf
鳶	if
鳳	hf
鴆	lf
鴉	mf
鴕	hp
鴣	jf
鴦	lf
鴨	wf
鴒	of
鴛	nf
鴻	ef
鴿	of
鵑	rf
鵝	hf
鵠	hf
鶉	yf
鵡	mf
鵲	tf
鵪	kf
鵬	bf
鶯	ff
鶴	jf
鷂	bf
鷓	if
鷗	sf
鷥	vf
鷹	if
鷺	rf
鸚	bf
鸞	vf
鹹	yr
鹼	yo
鹽	st
鹿	ip
麂	in
麋	id
麒	ic
麗	mp
麓	dp
麝	ii
麟	iq
麥	je
麩	jo
麴	jd
麵	jl
麻	ic
麼	ii
麾	iu
黃	tc
黍	he
黎	he
黏	hr
黑	wf
墨	wg
默	wk
黔	wn
點	wr
黜	wu
黝	ws
黛	of
黠	wr
黨	ff
黯	wa
黴	hk
黷	wc
鼇	gu
鼎	bl
鼓	ge
鼕	gy
鼙	gj
鼠	hv
鼬	hw
鼴	hv
鼻	hl
鼾	hj
齊	yx
齋	yf
齒	yo
齟	ym
齣	yr
齡	yi
齜	yp
齦	yv
齬	yr
齪	yo
齷	yg
齲	yb
龍	yp
龔	yc
龜	nu
万	ms
丌	ml
丏	ms
冇	kb
与	ym
丮	nq
丰	qj
丱	vm
乂	k
乜	pn
亍	mn
亓	ml
亢	yn
亳	yp
亶	ym
亹	ym
仂	os
仉	on
